file,iso,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
zpo-x-bible.csv,zpo,50000,7.5176768602,7.5465596149,7.6343375743,7.7422449339,7.5177984041,7.544586087,7.5990027524,7.5799433899,7.5226075579,PBC
urk-x-bible.csv,urk,50000,7.5190835913,7.5376366495,7.5869372375,7.6508258988,7.5191925683,7.5431634108,7.5613833764,7.5532457189,7.5273346682,PBC
pne-x-bible.csv,pne,50000,7.5212754371,7.5418194145,7.5993910188,7.6725694496,7.5213890678,7.5463882644,7.5733572158,7.561536661,7.5287255467,PBC
kwd-x-bible.csv,kwd,50000,7.5251769792,7.5492844133,7.6212032954,7.7104905164,7.5252965282,7.551611142,7.5905029947,7.5760131149,7.5330829447,PBC
atd-x-bible.csv,atd,50000,7.5318491034,7.5753319319,7.7224961246,7.8946043878,7.5319827929,7.5614845859,7.6829413658,7.6384303393,7.5364736382,PBC
meq-x-bible.csv,meq,50000,7.5307612056,7.5575087717,7.6386428421,7.7386083326,7.5308824752,7.557593509,7.6054526299,7.5882846691,7.5375865878,PBC
prk-x-bible.csv,prk,50000,7.5294808617,7.5464613824,7.5909012356,7.6487675363,7.5295886249,7.55326684,7.56725282,7.5602291833,7.5382304586,PBC
apn-x-bible.csv,apn,50000,7.5332359091,7.5589735886,7.6367306288,7.7327324135,7.5333567472,7.5599653452,7.604341019,7.5883256009,7.5394325915,PBC
kac-x-bible-common.csv,kac,50000,7.5515227603,7.575182959,7.644366192,7.7307961825,7.5516404524,7.5775459023,7.6118100815,7.6002924053,7.5592465871,PBC
ktj-x-bible.csv,ktj,50000,7.5603988401,7.5839436232,7.6536614966,7.7403834512,7.560517726,7.5866789768,7.6248747114,7.6096551737,7.5694417251,PBC
maq-x-bible.csv,maq,50000,7.5698780163,7.6041275966,7.7135689755,7.8450498656,7.5700050259,7.5980070249,7.6778729318,7.6483168656,7.5755123482,PBC
byx-x-bible.csv,byx,50000,7.5699263919,7.5937308601,7.6624632317,7.748582544,7.5700430045,7.5957112999,7.6309278263,7.6183247235,7.5764430263,PBC
tgp-x-bible.csv,tgp,50000,7.5701123637,7.5954893694,7.669816164,7.7624293449,7.5702303376,7.5962097869,7.6362492663,7.6225642117,7.576633578,PBC
kac-x-bible-hanson.csv,kac,50000,7.5704550968,7.5961206416,7.6731287791,7.7682866852,7.5705753848,7.5970574317,7.6398617359,7.6250183301,7.5780620884,PBC
tpz-x-bible.csv,tpz,50000,7.5734756689,7.5919998732,7.6414299255,7.7052342011,7.5735851759,7.5976552169,7.6158496543,7.6078265462,7.5819569553,PBC
sbd-x-bible.csv,sbd,50000,7.5757010244,7.5962161479,7.6534887195,7.7261856393,7.5758145165,7.6007688003,7.6271330667,7.6158175087,7.583460124,PBC
sny-x-bible.csv,sny,50000,7.574526143,7.5992972169,7.6740928418,7.7663926823,7.5746469965,7.6012430512,7.6432997,7.6275679971,7.5837989664,PBC
kdl-x-bible.csv,kdl,50000,7.5789681517,7.60565801,7.6838026898,7.7810658504,7.5790861556,7.6050830725,7.6517711218,7.6341286737,7.5841882199,PBC
mif-x-bible.csv,mif,50000,7.5831863342,7.6113910223,7.6966626535,7.8015882272,7.583307433,7.6099887917,7.6643020206,7.6436823902,7.589469039,PBC
mop-x-bible.csv,mop,50000,7.5969591962,7.6407449907,7.7848895631,7.9545192019,7.5970900816,7.6259743317,7.7392714072,7.7011255811,7.6006429405,PBC
jam-x-bible.csv,jam,50000,7.5945442752,7.6135301419,7.6617397283,7.7250275027,7.5946497146,7.6178504815,7.6340747164,7.6277548495,7.6017259982,PBC
sab-x-bible.csv,sab,50000,7.6014666804,7.6250691712,7.6940921346,7.780199685,7.6015844785,7.6275063451,7.6661792102,7.6501801268,7.6105819986,PBC
agt-x-bible.csv,agt,50000,7.6075654657,7.6537172801,7.8058069312,7.9844954317,7.6076965115,7.6366278863,7.7638529679,7.7174703301,7.6124433321,PBC
apr-x-bible.csv,apr,50000,7.6056252176,7.6333826702,7.7178735972,7.8215667847,7.6057470171,7.6325734206,7.6853229188,7.6656640711,7.6143025435,PBC
pri-x-bible.csv,pri,50000,7.6091648936,7.6358547519,7.7150293115,7.8130948076,7.6092841716,7.6355549386,7.6831956744,7.6651946176,7.6165550757,PBC
dnj-x-bible-western.csv,dnj,50000,7.6174805594,7.6377504247,7.6926445429,7.7630284624,7.6175914157,7.6419728466,7.6642922824,7.6557449969,7.6264942812,PBC
cbk-x-bible.csv,cbk,50000,7.6327243374,7.656990468,7.7250388874,7.8110358432,7.6328383764,7.6579510577,7.6909835639,7.6804463507,7.6402482728,PBC
dtp-x-bible.csv,dtp,50000,7.6437015432,7.6889300327,7.8385545863,8.0140077047,7.6438330827,7.6728644932,7.797593335,7.7519915635,7.6493093894,PBC
mtj-x-bible.csv,mtj,50000,7.6435526303,7.6703867581,7.7496084155,7.8478022043,7.6436715171,7.6698555254,7.7160837926,7.6996078527,7.6524802337,PBC
bgr-x-bible.csv,bgr,50000,7.6539519403,7.6849410298,7.7773352428,7.8910252236,7.6540720009,7.6805385567,7.739541998,7.7195052931,7.6604872909,PBC
hwc-x-bible-2000.csv,hwc,50000,7.6613688734,7.6803835941,7.7293450043,7.793195566,7.6614755469,7.6849344563,7.7042520298,7.695232283,7.6698897522,PBC
uvl-x-bible.csv,uvl,50000,7.6637241226,7.6883797808,7.7590206722,7.8474909513,7.6638402284,7.6893969296,7.7272759949,7.7135051031,7.6714217364,PBC
mta-x-bible.csv,mta,50000,7.6673038774,7.7031259952,7.8137581475,7.9477564131,7.6674276123,7.6947215238,7.7774729786,7.7463025472,7.6729437616,PBC
mzk-x-bible.csv,mzk,50000,7.6692119858,7.6888326384,7.7394071507,7.8052539813,7.669318828,7.692816704,7.712763309,7.7042251669,7.6773530678,PBC
gul-x-bible.csv,gul,50000,7.6727030499,7.6911839733,7.7369740968,7.7975038345,7.672806657,7.6955969536,7.7122786086,7.7041609355,7.6811987117,PBC
fij-x-bible-newworld.csv,fij,50000,7.6766939276,7.7104241376,7.8139771125,7.9397316499,7.6768170665,7.70396508,7.7729895647,7.7506075552,7.6822404418,PBC
avu-x-bible.csv,avu,50000,7.6810898598,7.7061350457,7.7780465766,7.8679614391,7.6812062211,7.7068194048,7.7475926863,7.7318117782,7.6891974013,PBC
cgc-x-bible.csv,cgc,50000,7.6851217129,7.7285468336,7.8660891177,8.0298458311,7.6852485874,7.7132536594,7.824999079,7.7840313144,7.6891993648,PBC
acd-x-bible.csv,acd,50000,7.6845289451,7.7106850062,7.7862734197,7.8805406359,7.6846459125,7.7104025345,7.7554357825,7.7378891424,7.6917805966,PBC
mfq-x-bible.csv,mfq,50000,7.6867525306,7.7205260215,7.823758042,7.9492824575,7.6868752399,7.7139301594,7.7882869905,7.7603949947,7.6923395426,PBC
poe-x-bible.csv,poe,50000,7.6906463656,7.7419341743,7.9118500469,8.1094743966,7.6907785869,7.719974476,7.8705817329,7.8140056742,7.6958802892,PBC
mqb-x-bible.csv,mqb,50000,7.6882491649,7.7097164671,7.7676031336,7.8417433345,7.6883598016,7.7127006409,7.7415214321,7.728631798,7.6964484774,PBC
myk-x-bible.csv,myk,50000,7.6906213155,7.7159117596,7.7870531549,7.8766507688,7.6907357756,7.7159429107,7.7578937338,7.7406103219,7.6975707447,PBC
mnk-x-bible.csv,mnk,50000,7.6977440168,7.7292813304,7.8218552793,7.9362417692,7.6978626508,7.7240213781,7.78586638,7.7632966145,7.7040582301,PBC
box-x-bible.csv,box,50000,7.6969034148,7.7218043312,7.7914293503,7.8792806023,7.6970173615,7.7221072608,7.7594916407,7.7457947858,7.7052538047,PBC
dyi-x-bible.csv,dyi,50000,7.6988543869,7.7211151714,7.7815487254,7.8586939932,7.6989656674,7.7234518238,7.7535372469,7.7410814653,7.7076382056,PBC
wbm-x-bible.csv,wbm,50000,7.698411245,7.7205566138,7.7825220248,7.8607725386,7.6985252275,7.7235894603,7.753038076,7.741952005,7.7083544569,PBC
gso-x-bible.csv,gso,50000,7.7020196004,7.7275264487,7.797880778,7.8870948178,7.7021322956,7.7269607898,7.7675534112,7.7512805564,7.7091655332,PBC
zpz-x-bible.csv,zpz,50000,7.7040788035,7.7320382334,7.8125781228,7.912899018,7.7041956148,7.7299293853,7.7793126928,7.7609588239,7.7105472918,PBC
ceb-x-bible-bugna2009.csv,ceb,50000,7.7079037949,7.7609516915,7.9388617578,8.1443641711,7.7080375773,7.7375768346,7.8955948763,7.8374707976,7.7127120949,PBC
ceb-x-bible-pinadayag.csv,ceb,50000,7.7079037949,7.7609516915,7.9388617578,8.1443641711,7.7080375773,7.7375768346,7.8955948763,7.8374707976,7.7127120949,PBC
mbb-x-bible.csv,mbb,50000,7.709038692,7.759359895,7.9262606067,8.1204864805,7.709170971,7.7383767426,7.88775789,7.8302000795,7.714527251,PBC
kma-x-bible.csv,kma,50000,7.7098581432,7.7400681773,7.8287388731,7.9382753312,7.7099768222,7.7361310521,7.7916314758,7.7727022266,7.7165167808,PBC
kpg-x-bible.csv,kpg,50000,7.7090082563,7.7309805018,7.7914590764,7.8682195477,7.7091208224,7.7338745181,7.7616933402,7.7514089631,7.7181749827,PBC
ceb-x-bible-bugna.csv,ceb,50000,7.7133597684,7.7666384962,7.9452639885,8.1515283354,7.713493545,7.7430317548,7.9020680389,7.8434680736,7.7181840132,PBC
bgs-x-bible.csv,bgs,50000,7.7129485,7.7512087724,7.8726421698,8.017719937,7.7130753532,7.7410514147,7.8319398012,7.8002433646,7.7200575515,PBC
xon-x-bible-likpakpaaln.csv,xon,50000,7.7173665432,7.745369254,7.8240388325,7.9229883727,7.7174809649,7.7427030297,7.7915262634,7.7726367264,7.724551725,PBC
dnj-x-bible-eastern.csv,dnj,50000,7.716457001,7.7384292465,7.7987423984,7.8753974915,7.7165692942,7.7412664286,7.7698938931,7.7587069069,7.7268373824,PBC
xon-x-bible-likoonli.csv,xon,50000,7.724607949,7.7524663902,7.8304427559,7.9286233236,7.7247220561,7.7498736968,7.7987762614,7.7793705609,7.7315950588,PBC
afr-x-bible-viralmal.csv,afr,50000,7.7258856478,7.7520272819,7.8250035067,7.9170113815,7.725999522,7.7510831879,7.7926701935,7.7771403188,7.7335370351,PBC
att-x-bible.csv,att,50000,7.7281026979,7.777832396,7.9408713428,8.1312747314,7.7282337551,7.7571683609,7.8962717493,7.8463152432,7.7340678229,PBC
wed-x-bible-wedau.csv,wed,14058,7.7208355492,7.8000616533,7.9606243009,8.1647044218,7.7211740572,7.7604140986,7.9252338607,7.8353708637,7.7349099408,PBC
mej-x-bible.csv,mej,50000,7.7268911507,7.7564231182,7.8436657394,7.9513295431,7.7270103561,7.7532771298,7.8100505327,7.7887504877,7.7360783635,PBC
mbt-x-bible.csv,mbt,50000,7.7319182389,7.7802052419,7.9355978789,8.1185201946,7.7320471747,7.7605153717,7.897425757,7.8441951569,7.7365286496,PBC
mww-x-bible.csv,mww,50000,7.7266582099,7.7439994043,7.7855148161,7.8409833228,7.7267592975,7.748979714,7.7613902611,7.7550535756,7.7372821045,PBC
sus-x-bible.csv,sus,50000,7.7314713614,7.7633982027,7.8561570666,7.9710156734,7.7315891207,7.7575566108,7.8191505758,7.7971031441,7.7375417217,PBC
gur-x-bible-ninkare.csv,gur,50000,7.7326527497,7.7614200888,7.8428539742,7.9447697165,7.7327680287,7.7581738881,7.8092855087,7.7900299746,7.7382992894,PBC
bam-x-bible.csv,bam,50000,7.7328589898,7.7611502395,7.8417128645,7.9424308726,7.7329747442,7.7584827618,7.8096733854,7.7896474918,7.740371829,PBC
leu-x-bible.csv,leu,50000,7.735731762,7.7612530372,7.8322009424,7.9217024863,7.7358453404,7.7608537477,7.8001133874,7.7855779338,7.7423401669,PBC
gil-x-bible.csv,gil,50000,7.7367408662,7.7746693188,7.8903389854,8.0303474019,7.7368636912,7.763959942,7.848962498,7.8194024607,7.742608707,PBC
sur-x-bible.csv,sur,50000,7.7384406876,7.7621008863,7.8257937933,7.9071787427,7.7385513534,7.762914957,7.7956204049,7.782921005,7.7459404632,PBC
zao-x-bible.csv,zao,50000,7.7442489839,7.7777916436,7.8772524148,7.9992145215,7.7443688687,7.7708020902,7.8402314089,7.8149630789,7.7502086248,PBC
gfk-x-bible.csv,gfk,50000,7.7458510699,7.7703913125,7.8374098412,7.9225360066,7.7459630378,7.7706147635,7.8068905081,7.7927880284,7.7535390217,PBC
lac-x-bible.csv,lac,50000,7.7498282748,7.7957636849,7.9441856226,8.118831834,7.7499576146,7.7785020009,7.900674046,7.8571800906,7.7546508251,PBC
hat-x-bible-newworld2015.csv,hat,42578,7.7450296576,7.7725600658,7.8458957218,7.9390447493,7.7451592474,7.7714619774,7.8130304219,7.7964642237,7.7558613732,PBC
tdt-x-bible.csv,tdt,50000,7.7502939389,7.7695394908,7.8163037667,7.8783675237,7.7503962202,7.7728977882,7.7893106927,7.7823766595,7.758159543,PBC
tdt-x-bible-newworld.csv,tdt,50000,7.7528928042,7.7722249177,7.8192779304,7.8816790559,7.7529952213,7.7755266965,7.7922457877,7.7851861369,7.760775119,PBC
ncu-x-bible.csv,ncu,50000,7.7540886386,7.7850055934,7.8765198552,7.9890683756,7.7542082198,7.780559832,7.8426549055,7.8190970531,7.7613655918,PBC
agw-x bible.csv,agw,50000,7.764948806,7.8046517735,7.9278129908,8.0755766551,7.7650735538,7.7925919025,7.8864810837,7.8533410624,7.7700610825,PBC
bjv-x-bible.csv,bjv,50000,7.7652754942,7.7917200943,7.864979323,7.9574380035,7.7653887925,7.7903450085,7.8340566235,7.8167225304,7.7723352365,PBC
alj-x-bible.csv,alj,50000,7.7711140878,7.8066765205,7.9147311122,8.0458892383,7.7712364583,7.7982208413,7.878695325,7.8482826887,7.7774163328,PBC
bkd-x-bible.csv,bkd,50000,7.7707964873,7.8149718094,7.954203591,8.1199410632,7.7709229669,7.79884249,7.9182945883,7.8709479609,7.7775569767,PBC
nii-x-bible.csv,nii,50000,7.7685922829,7.7902904163,7.8487348079,7.9233595367,7.7687030662,7.79306199,7.8208884437,7.8094698892,7.7786566662,PBC
mrw-x-bible.csv,mrw,50000,7.7774596841,7.8337247907,8.0200857881,8.2352326972,7.7775924043,7.8069053776,7.9817929851,7.9131965579,7.7827982,PBC
fon-x-bible.csv,fon,50000,7.7757910685,7.7996532445,7.8663014412,7.9502427767,7.7759050881,7.8009878535,7.837592364,7.8226929814,7.7858312871,PBC
kbm-x-bible.csv,kbm,50000,7.7781902872,7.8034374504,7.8737564615,7.9623286632,7.7783040961,7.8033557789,7.8436031587,7.8276530643,7.786445086,PBC
kms-x-bible.csv,kms,50000,7.7783486075,7.7992532586,7.8522295043,7.9213695654,7.7784542876,7.801704383,7.8245136627,7.8150011712,7.7864850917,PBC
mib-x-bible.csv,mib,50000,7.78686611,7.8160806846,7.8977573575,8.0002564584,7.7869803632,7.8121626786,7.8633224979,7.8443532813,7.7933592147,PBC
bzj-x-bible.csv,bzj,50000,7.7897238486,7.8127781153,7.8714885212,7.9478997431,7.7898299617,7.8131976459,7.8406837607,7.8303721368,7.7968664734,PBC
bru-x-bible.csv,bru,50000,7.7891802103,7.8098396033,7.8626152602,7.9313596762,7.7892864688,7.8126631626,7.8381859806,7.8257229923,7.7993550196,PBC
gux-x-bible.csv,gux,50000,7.7945230525,7.8241415817,7.9079899828,8.0127325478,7.794638448,7.820071758,7.876097123,7.8536653791,7.8019052983,PBC
ntr-x-bible.csv,ntr,50000,7.792256536,7.8134352992,7.8679686259,7.9387568345,7.7923634849,7.8158928171,7.8413780649,7.8300822569,7.8024224692,PBC
cak-x-bible-central1980.csv,cak,50000,7.8003044304,7.8553288193,8.0360254317,8.245248286,7.8004362272,7.8295413643,7.9964077752,7.931815709,7.804488913,PBC
caa-x-bible.csv,caa,50000,7.8021796087,7.8400359266,7.9544172562,8.0930436834,7.8023016516,7.8292218075,7.9156095883,7.8839211053,7.8076632469,PBC
hat-x-bible-newworld2007.csv,hat,50000,7.7999503148,7.8256591404,7.8938353202,7.9812381367,7.8000597923,7.8241831747,7.8618423474,7.8474637375,7.8081354119,PBC
eng-x-bible-basic.csv,eng,50000,7.8010913351,7.8240734671,7.8836545999,7.9606693911,7.8011989465,7.8248870866,7.8535938546,7.8424958152,7.8085037015,PBC
kub-x-bible.csv,kub,50000,7.800367943,7.8294959559,7.9143687002,8.0193154458,7.8004860511,7.8265005597,7.8821301472,7.8605528658,7.8087929809,PBC
dgc-x-bible.csv,dgc,50000,7.80418262,7.848386796,7.9869913361,8.1520140699,7.804308689,7.8321345995,7.951948815,7.90392022,7.8106037765,PBC
knj-x-bible.csv,knj,50000,7.8026245435,7.8326903082,7.9206062509,8.029130484,7.8027430089,7.8288427088,7.885549422,7.864999825,7.811829206,PBC
bpr-x-bible.csv,bpr,50000,7.8075149118,7.8509688864,7.9844256775,8.1444923414,7.8076388595,7.8349982254,7.9441748465,7.9032436457,7.8129684752,PBC
hil-x-bible-newworld2014.csv,hil,50000,7.8091140902,7.8552803315,8.003329366,8.1777319281,7.8092427326,7.837633039,7.9604422786,7.9161736696,7.8159663235,PBC
lin-x-bible-newworld.csv,lin,50000,7.8116194654,7.8584060656,8.0059188835,8.1805141488,7.8117463946,7.8397641613,7.9608268312,7.9180588698,7.8161928166,PBC
cnh-x-bible.csv,cnh,50000,7.8169170506,7.8530421344,7.9613441573,8.0930521996,7.8170383025,7.843775141,7.9205752687,7.8942355086,7.8232161703,PBC
mks-x-bible.csv,mks,50000,7.8198861209,7.8438060047,7.9081561602,7.990174017,7.8199969167,7.8443800824,7.8787317538,7.8649179417,7.8300409791,PBC
pcm-x-bible.csv,pcm,50000,7.8249354437,7.8470952395,7.90388482,7.9775385373,7.8250421679,7.848524545,7.875960962,7.8643590544,7.8344815051,PBC
cak-x-bible-western.csv,cak,50000,7.8317301305,7.8778242371,8.022448405,8.1939578164,7.8318565379,7.8597574004,7.9814607555,7.9360162621,7.8361775684,PBC
kqp-x-bible.csv,kqp,50000,7.828909254,7.8565657179,7.9332803907,8.0297882926,7.8290228437,7.854044633,7.9016133933,7.8828857063,7.8375683001,PBC
cak-x-bible-eastern.csv,cak,50000,7.8373673875,7.8914107438,8.0670212826,8.2710182793,7.8374980774,7.8663557223,8.0250926106,7.9650598983,7.8413918169,PBC
bmq-x-bible.csv,bmq,50000,7.8359651039,7.8732876247,7.9848692442,8.120553304,7.8360861327,7.8627811954,7.9490004566,7.9156070351,7.8422809304,PBC
cux-x-bible.csv,cux,50000,7.8368368961,7.8776507388,8.0040574919,8.1553005154,7.8369617159,7.8644943077,7.9627396828,7.9277171672,7.8430932097,PBC
gur-x-bible-frafra.csv,gur,50000,7.8429227805,7.8766241367,7.9748069229,8.0955071948,7.8430412418,7.8691547826,7.9344687227,7.9127153154,7.8489207813,PBC
tsn-x-bible-1908.csv,tsn,50000,7.8443310386,7.8938731863,8.0511939441,8.2363959574,7.8444588949,7.8726875761,8.0123908062,7.9580828618,7.8510716559,PBC
mwf-x-bible.csv,mwf,12637,7.8323434322,7.9364613302,8.1510413159,8.4122058965,7.8327321452,7.8754355855,8.1302451145,7.9891831884,7.8558485914,PBC
yal-x-bible.csv,yal,50000,7.8548986368,7.8919037646,7.9990699317,8.1307960776,7.8550166303,7.8810485234,7.9609909082,7.9310111139,7.8604019286,PBC
jra-x-bible.csv,jra,50000,7.8514588958,7.8711661101,7.9183395096,7.9810847445,7.8515602264,7.873848998,7.8930185512,7.8838151254,7.8610903452,PBC
pap-x-bible-newworld.csv,pap,50000,7.8585642725,7.8900005974,7.977334849,8.0867416201,7.8586782043,7.8837973667,7.9398262307,7.9200986339,7.8654995687,PBC
mee-x-bible.csv,mee,50000,7.8567880813,7.8886139339,7.9810872387,8.0951427397,7.8569061352,7.8829232871,7.945201912,7.9224280647,7.8658565215,PBC
hat-x-bible-1985.csv,hat,50000,7.8560334806,7.8825790693,7.9561088074,8.0486099312,7.8561470022,7.8811392908,7.9232784654,7.9078062538,7.8659322227,PBC
maw-x-bible.csv,maw,50000,7.8621096389,7.8981770149,8.0028325845,8.1314911681,7.8622277711,7.8882854054,7.9650482019,7.9364482784,7.8686980705,PBC
ctu-x-bible-tili.csv,ctu,50000,7.8647676403,7.9046437312,8.0243595029,8.1691875946,7.8648893241,7.8917340981,7.9831046418,7.9504180431,7.8707650428,PBC
hil-x-bible-newworld2007.csv,hil,50000,7.8656665492,7.9142276643,8.0653437706,8.2445259382,7.865792292,7.8935550973,8.024880343,7.974610683,7.8713751628,PBC
sil-x-bible.csv,sil,50000,7.8675376771,7.8986566092,7.9870789693,8.0970601309,7.8676536018,7.8932054193,7.9551210499,7.9300526492,7.8763412587,PBC
ium-x-bible-lao.csv,ium,50000,7.8703621998,7.892132468,7.945644003,8.0160861601,7.8704655878,7.8932237322,7.9185632242,7.9072353692,7.8796465184,PBC
knk-x-bible.csv,knk,50000,7.8724342509,7.9093816709,8.0198125691,8.1540506904,7.8725552881,7.8992482682,7.9860103881,7.9512928961,7.8800702181,PBC
xsi-x-bible.csv,xsi,50000,7.8700323092,7.8938223504,7.9576238396,8.0388850224,7.8701429634,7.8944860489,7.9280452549,7.9147257861,7.8816686162,PBC
dyu-x-bible.csv,dyu,50000,7.8769246684,7.9058074231,7.9856693929,8.0860445312,7.8770380929,7.902029675,7.9550652911,7.933143844,7.8854771025,PBC
ood-x-bible.csv,ood,50000,7.8785517485,7.9176487841,8.0351941756,8.1774948304,7.8786734873,7.9055286787,7.9986820221,7.9626219431,7.8862449297,PBC
tlh-x-bible.csv,tlh,50000,7.879917521,7.9211497453,8.0461818637,8.1966807676,7.8800402958,7.9071273291,8.0035733913,7.9695709363,7.8865629579,PBC
ium-x-bible-thai.csv,ium,50000,7.8776045038,7.8995478953,7.9535932242,8.0246598937,7.8777080709,7.9005054532,7.9263304997,7.9148684284,7.886919676,PBC
prf-x-bible.csv,prf,50000,7.8817318646,7.9338708634,8.0988929857,8.2925259129,7.881859686,7.9100837739,8.0549530836,8.0012449084,7.8877791989,PBC
ium-x-bible-latin.csv,ium,50000,7.8795122364,7.8980652947,7.9395321129,7.9960870063,7.8796085778,7.9008048544,7.9141119569,7.9075980371,7.8888665905,PBC
hot-x-bible.csv,hot,50000,7.8826772359,7.9063085806,7.9661740159,8.0440030668,7.8827831027,7.906093028,7.9388585663,7.9241792113,7.8899679988,PBC
ixl-x-bible-nebaj.csv,ixl,50000,7.886678181,7.9307092337,8.0663276086,8.228259787,7.8868026824,7.9142768879,8.026074562,7.9842405069,7.8931784563,PBC
bex-x-bible.csv,bex,50000,7.8826245455,7.9058519356,7.9656266624,8.0429514467,7.8827316618,7.9063087803,7.9372083496,7.9241682173,7.8937887363,PBC
nou-x-bible.csv,nou,50000,7.8916647085,7.9223075512,8.009221916,8.1171934824,7.8917806221,7.9173182327,7.9759509696,7.9532029664,7.8993346885,PBC
zpv-x-bible.csv,zpv,50000,7.892729836,7.9393721666,8.0862362575,8.2597100104,7.8928568242,7.9208803701,8.043520394,7.9988885857,7.8994851445,PBC
hat-x-bible-1999.csv,hat,50000,7.8907900401,7.9187061892,7.996656959,8.0942405496,7.8909044108,7.9160877966,7.9635050565,7.9458086036,7.9007645493,PBC
quc-x-bible-westcentral.csv,quc,50000,7.8995498375,7.940709927,8.0650478325,8.2148514469,7.8996722541,7.9266802299,8.0281431728,7.9886791291,7.9040613865,PBC
cac-x-bible-ixtatan.csv,cac,50000,7.8988879081,7.9498727509,8.1111871661,8.3005181452,7.8990157065,7.9272288567,8.0638734504,8.0157610647,7.9048487612,PBC
tui-x-bible.csv,tui,50000,7.8980299021,7.9269703646,8.0099523899,8.1127705865,7.8981467671,7.9238767729,7.9757139462,7.9568864497,7.9088626664,PBC
bnj-x-bible.csv,bnj,50000,7.9025898058,7.9402874272,8.051162429,8.1864500948,7.9027094031,7.9290896692,8.0175765301,7.9816377604,7.9089569632,PBC
buk-x-bible.csv,buk,50000,7.9026668477,7.9263703272,7.9866099925,8.064786681,7.9027730131,7.9261457217,7.9597117459,7.9444738156,7.9118347531,PBC
poh-x-bible-eastern.csv,poh,50000,7.9092146177,7.9571698009,8.1056645777,8.2817312549,7.9093400078,7.937017785,8.0591994046,8.0163598703,7.9138986925,PBC
mzw-x-bible.csv,mzw,50000,7.9059704032,7.935704348,8.0178685576,8.1209397953,7.9060839152,7.9310947662,7.9847002862,7.963881329,7.9140658413,PBC
xuo-x-bible.csv,xuo,50000,7.9043174834,7.9283960636,7.9908464557,8.0713007465,7.9044253215,7.9281633821,7.9617283921,7.9478129012,7.9143668407,PBC
gam-x-bible.csv,gam,50000,7.9073164334,7.9314671484,7.9931964622,8.0730766953,7.9074231226,7.9309102956,7.9636673434,7.9502227625,7.9166442687,PBC
cak-x-bible-southern.csv,cak,50000,7.9141345983,7.9672979105,8.1343477384,8.3304008634,7.9142618193,7.9423549183,8.0942066964,8.0351301332,7.9182241469,PBC
tsn-x-bible-1970.csv,tsn,50000,7.9141311446,7.9645100554,8.1207565916,8.305630734,7.9142567664,7.9419950408,8.0782925047,8.0269000939,7.9207935145,PBC
mps-x-bible.csv,mps,50000,7.9166926029,7.9556020882,8.0713694531,8.2116716162,7.9168135209,7.9434809206,8.0303491629,7.9995208396,7.9215402886,PBC
mfh-x-bible.csv,mfh,50000,7.9163088912,7.9654038035,8.1208489655,8.3035371597,7.9164366636,7.944637856,8.0786427625,8.0289063603,7.9224058316,PBC
hla-x-bible.csv,hla,50000,7.9227108469,7.9623272527,8.0802955423,8.2232136436,7.922831835,7.9495196361,8.041039985,8.0071008927,7.9298207509,PBC
yor-x-bible-2010.csv,yor,50000,7.9222165101,7.9567834833,8.0581623478,8.1821531986,7.9223357979,7.9486273187,8.0186285042,7.9944931003,7.930267029,PBC
tpm-x-bible.csv,tpm,50000,7.9243040071,7.9582506214,8.0586553324,8.1811571525,7.9244240781,7.9508819722,8.0232857659,7.9959802469,7.9345986081,PBC
mbj-x-bible.csv,mbj,50000,7.928913619,7.9651973992,8.0710754509,8.2006984555,7.9290324413,7.9552352146,8.0350005232,8.0043155066,7.9379128369,PBC
msm-x-bible.csv,msm,50000,7.9366226268,7.9937822043,8.1735528884,8.3836134512,7.936750192,7.9649287481,8.1361510865,8.0670096702,7.9411364943,PBC
gnw-x-bible.csv,gnw,50000,7.9351314409,7.9715594907,8.0751146975,8.2030723419,7.9352477831,7.9609135418,8.043321075,8.008541425,7.9420440982,PBC
sgz-x-bible.csv,sgz,50000,7.9335691516,7.9560607673,8.0109536874,8.0831874318,7.9336721669,7.9563463015,7.9837151512,7.9714278917,7.9422845503,PBC
gui-x-bible.csv,gui,50000,7.9371412379,7.9722564352,8.0709755725,8.193558134,7.9372565051,7.9626817705,8.0391109039,8.0069779483,7.944229215,PBC
tgl-x-bible-1905.csv,tgl,50000,7.9419372048,7.9990390746,8.181188627,8.3927177634,7.9420663875,7.9705949389,8.1353044525,8.074476958,7.947508634,PBC
mxb-x-bible.csv,mxb,50000,7.9385210701,7.9663218036,8.0412893563,8.1361806492,7.9386324286,7.9631587832,8.0103005355,7.9911692937,7.9478574795,PBC
cak-x-bible-santamaria.csv,cak,50000,7.9444496635,7.9943669119,8.1449986418,8.3247586664,7.9445725856,7.9717170139,8.1057498713,8.0527920359,7.9480367927,PBC
atb-x-bible.csv,atb,50000,7.9458347873,7.9723226683,8.0409611026,8.1291589567,7.9459427139,7.9697158429,8.0083564586,7.9936928457,7.9540716165,PBC
hil-x-bible.csv,hil,50000,7.9497433325,8.0032240376,8.1702843049,8.3665664872,7.9498700037,7.9778426163,8.1288484319,8.0707009853,7.9559960603,PBC
ium-x-bible-latinnew.csv,ium,50000,7.9470770706,7.9727281884,8.0399235874,8.1259109788,7.9471859415,7.9711524966,8.0075675976,7.9940504946,7.9561196933,PBC
